DATA,VALOR,DESCRIÇÃO,CATEGORIA,OPERAÇÃO,MOVIMENTAÇÃO,ARCHIVE
2022-10-08,"16,5",Gege Hot Dog Gourmet,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2022-10-02,"16,5",Geraldo Ferreira de M,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2023-04-13,"16,4",L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2022-02-17,"16,2",Mp *Uber,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-03
2023-01-28,"16,07",Bar do Sabao,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-02
2023-02-28,"16,05",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2021-12-30,16,Restaurante Beira Rio,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-01
2022-06-19,16,Anchieta Garden Shoppi,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2022-10-31,16,O Garapeiro,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2023-03-26,16,Pag*Claudiobare,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-04-29,16,Pag*Claudiobare,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2024-04-24,16,Allpark Empreendimento,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2024-01-08,"15,99",Dia,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2022-12-08,"15,93",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-08-27,"15,9",Nosso Pao de Queijo,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-05-27,"15,77",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-02-18,"15,62",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2022-02-16,"15,6",Mp *Paradadofran,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-03
2022-04-19,"15,5",Olimpio Lanches,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-05
2022-06-19,"15,38",Pag*Mepayfinancial,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2022-06-19,"15,38",Pag*Mepayfinancial,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2022-06-19,"15,38",Pag*Mepayfinancial,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2022-05-05,"15,2",Mp *Elieltonservi,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-01-23,15,Imperial Distribuidora,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-02
2022-01-03,15,Mp *Alvaninhoalverino,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-02
2022-04-04,15,Mp *Alexsandra,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-05
2022-11-26,15,Arm. Familia Alves,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2022-10-31,15,Geraldo Ferreira de M,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2023-02-06,15,Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-03-30,15,L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-03-19,15,Pag*Spotpasssolucoes,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-11-12,15,Pag*Paulusbar,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2024-03-27,15,Anderson da Silva Med,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2022-04-07,"14,99",Cartola Pro,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-05
2024-06-03,"14,99",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2022-08-14,"14,98",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-09
2023-08-25,"14,98",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-04-30,"14,97",Cartola Pro 2/4,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-05-31,"14,97",Cartola Pro 3/4,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2022-06-30,"14,97",Cartola Pro 4/4,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-08
2023-07-15,"14,93",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2022-12-02,"14,9",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2024-05-19,"14,9",Posto Tereza Cristina,Combustível,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2023-11-12,"14,67",Manos Beer Loja,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2023-06-07,"14,64",NILZA APARECIDA MARTINS DE JESUS,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-03-18,"14,6",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-03-06,"14,57",Bar do Sabao,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2024-03-10,"14,5",Big Mercearia e Comerc,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-05-23,"14,5",Padaria Nova Imperial,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2024-04-27,"14,23",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2022-05-13,"14,1",Mercpago *Cristiano,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-06-01,"14,1",Mp *Samuel,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2023-02-27,"14,1",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2022-05-14,14,Imperial Distribuidora,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-12-22,14,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-02-03,14,Claudioburgue,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-05-11,14,Mp *Hotdogbruttus,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-08-20,14,Pag*Mepayfinancial,Casa,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-10-23,"13,99",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-11
2022-11-19,"13,97",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2023-04-13,"13,93",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-09-18,"13,92",Pag*Sorvetesfhamltda,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2022-05-12,"13,9",Mp *Valda,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2023-02-24,"13,83",Lucas Eduardo Silva Camara,Dívida,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2022-05-11,"13,8",Pag*Robsonpereira,Compras/Catira,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-10-19,"13,75",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2024-02-09,"13,75",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2022-10-28,"13,67",Feito em Casa,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2022-06-30,"13,6",Re,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-08
2023-03-16,"13,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-11-25,"13,5",Pag*Jaconiasfreiredas,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2024-04-07,"13,5",Zp*Hard Solucoes e Ser,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2022-02-17,"13,4",Mp *Fabio,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-03
2023-03-09,"13,25",L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2022-12-14,13,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2022-12-04,13,Pag*Julianocamilo,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-04-30,13,Mureta Choperia,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2024-03-16,13,Pag*Drarena,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-05-19,13,Pag*49821414sandrode,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2024-05-30,"12,98",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2023-12-28,"12,96",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2023-12-12,"12,91",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2022-05-11,"12,8",Mp *Delano,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2023-05-24,"12,8",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2022-05-14,"12,62",Pag*Tonolucro,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-06-26,"12,5",Pedro Alves de Melo,Saúde,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2023-03-24,"12,49",Cartola Pro,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-03-31,"12,47",Cartola Pro 2/4,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-04-30,"12,47",Cartola Pro 3/4,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-05-31,"12,47",Cartola Pro 4/4,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2022-12-21,"12,44",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-04-06,"12,4",L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2024-02-23,"12,3",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2023-11-14,"12,01",PEDRO LUCAS SILVA CAMARA                ,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2021-12-21,12,Geraldo Ferreira de M,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-01
2022-05-29,12,Quintal Cafe Louge Bar,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-05-29,12,Quintal Cafe Louge Bar,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-08-19,12,Geraldo Ferreira de M,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-09
2022-09-23,12,Be Happy,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-10
2023-01-20,12,Redefarma,Saúde,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-02
2023-01-16,12,Breik Afonso Pena,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-02
2023-02-04,12,Pag*Pauloborgeshubner,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-02-04,12,Pag*Renatadayane,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-02-24,"11,99",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-08-08,"11,99",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2024-03-12,"11,97",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-03-06,"11,97",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2022-12-02,"11,95",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-09-29,"11,95",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2024-03-02,"11,95",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-02-09,"11,94",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2023-11-08,"11,92",ADMINISTRADORA GERAL DE ESTACIONAMENTOS S A                 ,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2022-06-11,"11,8",Emporio G,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2023-02-10,"11,79",L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2024-01-20,"11,67",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2022-06-01,"11,3",Dona Lica,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2022-11-01,"11,07",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2022-12-04,11,Ponto do Riacho,Compras/Catira,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-05-21,11,Big Mercearia e Comerc,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-09-08,11,Pag*Unidadeitaupower,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2023-11-04,11,Canto da Cerveja,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2023-12-03,11,Pag*Unidadeitaupower,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2022-11-03,"10,99",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2023-08-03,"10,98",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-12-01,"10,96",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-08-19,"10,94",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-12-06,"10,86",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2022-12-17,"10,63",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-12-16,"10,62",Fabricio Lene de Jesus,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2024-02-15,"10,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2024-05-07,"10,5",Starbucks 144 Lago Azu,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2023-02-07,"10,36",GABRIEL VIDAL D,Futebol,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-06-16,"10,34",Welton machado nascimento ,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-12-08,"10,3",Guilherme Miranda Alves,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2022-09-02,"10,2",Pn Trigo Vinho,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-10
2022-01-03,10,Pag*Alessandramendes,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-02
2022-10-07,10,Be Happy,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2022-10-01,10,Be Happy,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2023-03-12,10,Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-04-17,10,Shopping Contagem,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-06-28,10,Big Contagem,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-06-22,10,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-06-21,10,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-07-14,10,Cabelos Beer,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2024-03-27,10,Pag*Jaconiasfreiredas,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-05-23,10,Aguiar Souza,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2024-05-08,10,Zul 10 Cartoes V6xe1,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2024-05-03,10,Zul 10 Cartoes Uzgux,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2024-06-15,10,Pag*Rosasalgados,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2024-05-10,"9,99",Lojas Americanas,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2023-08-12,"9,96",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-17,"9,92",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-04,"9,91",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-11-03,"9,9",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2024-03-27,"9,6",Ponto Chic Bilhares,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2023-08-22,"9,55",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-09-24,"9,5",Pn Trigo Vinho,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-10
2023-05-12,"9,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-06-15,"9,29",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2022-12-01,"9,26",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-02-24,"9,2",L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2022-11-18,"9,1",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2022-05-30,9,Imperial Distribuidora,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-05-23,9,Mp *Emporiorefei,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-06-07,9,Distribuidora Imperial,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2023-04-02,9,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-05-24,9,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-05-13,9,Rogel Ribeiro Maia,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2024-06-13,9,Mc Donalds,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2023-05-23,"8,98",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2024-06-03,"8,98",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2023-06-23,"8,97",Supermercado Super Lun,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2022-12-30,"8,95",Geraldo Lopes de Sousa,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-05-30,"8,94",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-06-01,"8,94",Uber *Trip Help.Uber.C,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-05-30,"8,9",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-05-25,"8,9",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2022-12-07,"8,87",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2022-12-14,"8,8",Ponto do Riacho,Compras/Catira,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-02-06,"8,8",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-04-11,"8,8",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2022-10-09,"8,76",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2024-01-18,"8,75",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2023-08-05,"8,7",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-06-05,"8,69",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2022-10-03,"8,67",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2023-04-18,"8,66",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2022-12-10,"8,61",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2022-05-14,"8,5",Brunna Mendes Araujo,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2022-09-20,"8,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-10
2022-11-01,"8,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2023-04-27,"8,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-05-09,"8,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-06-17,"8,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2024-03-27,"8,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-03-21,"8,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-03-13,"8,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2022-12-06,"8,49",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-04-12,"8,3",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2022-10-19,"8,24",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2023-07-20,"8,12",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-03-31,"8,1",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2022-12-01,"8,02",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2022-02-10,8,Alquimia Gastropub,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-03
2022-06-29,8,Mp *Regino,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2022-08-29,8,Ta Osso Beach,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-09
2024-02-11,"7,99",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2022-12-16,"7,96",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2022-05-05,"7,8",Mp *Regino,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-06
2024-03-12,"7,72",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2023-03-21,"7,7",L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-02-07,"7,69",Drogarias Pacheco,Saúde,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2022-12-08,"7,63",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-07-06,"7,62",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-08-02,"7,61",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2024-02-07,"7,61",HUMBERTO HEGO BORGES,Cobrar,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2022-09-27,"7,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-10
2022-09-24,"7,5",Pag*Cantogourmet,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-10
2023-02-01,"7,5",L4u*Padaria 3 Poderes,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-06-14,"7,5",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2024-04-11,"7,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2024-04-10,"7,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2024-05-18,"7,49",Alegrow Conveniencias,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2022-07-15,"7,44",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-08
2023-06-13,"7,37",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
